"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","PEG","P/S","P/B","P/Free Cash Flow","Dividend","Dividend Yield","EPS (ttm)","EPS growth this year","EPS growth past 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Shares Outstanding","Shares Float","Float Short","Return on Equity","Current Ratio","Gross Margin","Operating Margin","Profit Margin","Performance (Half Year)","Performance (Year)","Performance (YTD)","52-Week High","Price","Change"
3767,"TDF","Templeton Dragon Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",404.64,1.51,,56.52,0.45,,,,7.91,,,,-29.20%,-40.80%,7.16,33.80,33.80,0.08%,,,,,,8.04%,-17.16%,17.12%,-18.03%,11.97,-1.89%
3768,"TDIV","First Trust NASDAQ Technology Dividend Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.20,2.26%,,,,,,,,,,,,,,,,-1.90%,-13.62%,11.07%,-13.96%,53.07,-0.88%
3769,"TDOC","Teladoc Health, Inc.","Healthcare","Health Information Services","USA",4780.19,,,2.06,0.84,24.67,,,-61.32,49.00%,-9.30%,75.20%,17.20%,14.10%,2323.40,161.73,160.19,18.52%,-105.70%,3.10,68.60%,,,-16.10%,-59.12%,32.90%,-60.66%,31.43,-5.33%
3770,"TDS","Telephone and Data Systems, Inc.","Communication Services","Telecom Services","USA",1382.51,31.57,,0.25,0.32,,0.72,5.34%,0.43,-48.70%,21.10%,0.70%,4.80%,-190.90%,5428.00,114.00,91.11,8.26%,1.00%,1.50,52.60%,3.20%,0.90%,-11.90%,-33.30%,28.50%,-35.96%,13.48,-3.51%
3771,"TDSA","Cabana Target Drawdown 5 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.30,1.40%,,,,,,,,,,,,,,,,-2.98%,-12.07%,0.84%,-12.39%,21.56,-0.44%
3772,"TDSB","Cabana Target Drawdown 7 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.22,0.99%,,,,,,,,,,,,,,,,-2.28%,-11.58%,2.40%,-11.40%,21.77,-0.64%
3773,"TDSC","Cabana Target Drawdown 10 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.24,1.06%,,,,,,,,,,,,,,,,-2.89%,-12.76%,3.35%,-12.29%,22.83,-0.78%
3774,"TDSD","Cabana Target Drawdown 13 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.25,1.14%,,,,,,,,,,,,,,,,-1.55%,-14.96%,5.07%,-14.56%,22.19,-1.33%
3775,"TDSE","Cabana Target Drawdown 16 ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.39,1.73%,,,,,,,,,,,,,,,,-1.62%,-14.01%,4.92%,-13.82%,22.83,-1.34%
3776,"TDTF","FlexShares iBoxx 5-Year Target Duration TIPS Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.93,8.05%,,,,,,,,,,,,,,,,-6.94%,-12.21%,1.69%,-14.55%,24.02,-0.99%
3777,"TDTT","FlexShares iBoxx 3-Year Target Duration TIPS Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.77,7.45%,,,,,,,,,,,,,,,,-4.82%,-8.47%,0.81%,-10.46%,23.71,-0.59%
3778,"TDW","Tidewater Inc.","Energy","Oil & Gas Equipment & Services","USA",2193.74,,,3.88,2.29,,,,-1.72,35.30%,62.80%,-9.20%,107.60%,116.40%,566.10,50.49,49.77,3.94%,-9.10%,1.90,37.40%,-4.10%,-12.40%,109.19%,206.02%,18.59%,-2.50%,43.70,3.97%
3779,"TEAF","Ecofin Sustainable and Social Impact Term Fund","Financial","Asset Management","USA",178.08,9.71,,,,,1.08,8.18%,1.36,,,,,,,13.49,13.47,0.03%,,,,,,-10.99%,-11.53%,2.72%,-14.73%,13.20,-1.12%
3780,"TECB","iShares U.S. Tech Breakthrough Multisector ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.17,0.52%,,,,,,,,,,,,,,,,-0.12%,-15.26%,17.32%,-15.46%,32.05,-1.95%
3781,"TECH","Bio-Techne Corporation","Healthcare","Biotechnology","USA",12292.76,44.35,3.88,11.00,7.09,52.47,0.32,0.40%,1.78,91.20%,26.70%,14.50%,4.70%,30.60%,1117.50,156.93,155.74,1.47%,17.00%,4.00,68.50%,30.30%,26.10%,-19.00%,-24.22%,-4.49%,-30.44%,79.16,-2.09%
3782,"TECK","Teck Resources Limited","Basic Materials","Other Industrial Metals & Mining","Canada",22048.65,6.85,,1.48,1.18,6.57,0.37,0.86%,6.24,428.30%,24.10%,7.70%,17.60%,-124.70%,14935.40,522.40,504.84,2.33%,18.50%,1.70,49.30%,38.30%,22.80%,48.59%,33.18%,12.96%,-6.93%,42.72,-0.09%
3783,"TECL","Direxion Daily Technology Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.05,0.15%,,,,,,,,,,,,,,,,-25.40%,-54.77%,44.07%,-54.83%,31.84,-2.51%
3784,"TECS","Direxion Daily Technology Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-13.08%,-16.40%,-33.67%,-57.20%,26.91,2.48%
3785,"TELA","TELA Bio, Inc.","Healthcare","Medical Devices","USA",219.38,,,5.74,8.06,,,,-2.86,-3.30%,,,45.50%,-12.00%,38.20,16.76,16.53,3.27%,-330.90%,4.90,64.30%,,,32.82%,-6.19%,-2.52%,-16.16%,11.21,-2.27%
3786,"TENB","Tenable Holdings, Inc.","Technology","Software - Infrastructure","USA",4907.02,,,7.58,18.67,46.96,,,-0.74,-3.70%,-0.60%,34.20%,26.10%,-10.10%,647.60,111.94,110.76,3.38%,-34.80%,1.50,78.30%,-10.30%,-12.60%,3.17%,-14.17%,13.53%,-31.91%,43.31,-5.06%
3787,"TENK","TenX Keane Acquisition","Financial","Shell Companies","USA",93.12,,,,,,,,,,,,,,,8.94,6.56,0.00%,,,,,,,,0.59%,-3.40%,10.22,-0.10%
3788,"TENKU","TenX Keane Acquisition","Financial","Shell Companies","USA",95.97,,,,,,,,,,,,,0.00%,,8.94,8.92,0.00%,,,,,,,,3.92%,-13.43%,10.73,1.65%
3789,"TEQI","T. Rowe Price Equity Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.79,2.21%,,,,,,,,,,,,,,,,4.14%,-3.86%,5.02%,-5.98%,35.79,-0.77%
3790,"TETC","Tech and Energy Transition Corporation Class A Common Stock","Financial","Shell Companies","USA",485.63,40.36,,,1.31,,,,0.25,281.40%,,,,-36.80%,,48.12,38.50,0.11%,3.30%,0.50,,,,2.85%,3.49%,0.60%,-2.04%,10.09,-0.10%
3791,"TEX","Terex Corporation","Industrials","Farm & Heavy Construction Machinery","USA",3215.52,13.83,0.92,0.77,3.46,,0.52,0.98%,3.82,34.20%,30.00%,-2.60%,12.70%,78.50%,4190.20,67.80,65.25,2.89%,24.80%,2.00,19.30%,8.80%,6.40%,53.04%,24.76%,23.60%,0.57%,52.80,0.59%
3792,"TFC","Truist Financial Corporation","Financial","Banks - Regional","USA",66487.96,11.31,,4.00,1.23,,2.08,4.15%,4.43,45.10%,10.00%,14.30%,27.50%,-4.20%,16637.00,1326.54,1322.79,1.05%,10.20%,,,80.60%,35.60%,1.66%,-22.43%,16.41%,-24.22%,50.09,-0.60%
3793,"TFI","SPDR Nuveen Bloomberg Municipal Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.85,1.82%,,,,,,,,,,,,,,,,-0.32%,-6.55%,3.16%,-6.85%,47.06,-0.32%
3794,"TFIN","Triumph Financial, Inc.","Financial","Banks - Regional","USA",1549.94,16.17,1.35,3.70,1.84,18.70,,,3.96,71.70%,31.70%,25.50%,6.70%,-34.10%,419.20,24.23,23.08,7.25%,14.00%,,,93.80%,27.80%,-11.49%,-26.48%,31.16%,-36.52%,64.10,-0.20%
3795,"TFLO","iShares Treasury Floating Rate Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.85,1.68%,,,,,,,,,,,,,,,,0.13%,0.24%,0.04%,-0.28%,50.43,0.06%
3796,"TFPM","Triple Flag Precious Metals Corp.","Basic Materials","Other Precious Metals & Mining","Canada",2799.74,29.80,10.30,14.50,1.20,34.44,0.27,2.02%,0.45,-14.10%,,,-8.90%,150.30%,193.10,155.97,21.39,1.46%,4.10%,16.70,57.40%,44.60%,36.60%,14.15%,9.12%,-2.11%,-18.84%,13.47,-1.17%
3797,"TFSL","TFS Financial Corporation","Financial","Banks - Regional","USA",4084.15,55.31,,9.98,2.18,,1.13,7.80%,0.26,-8.10%,-3.60%,0.00%,28.60%,50.60%,409.30,280.49,278.60,0.57%,3.60%,,,61.20%,15.80%,-2.56%,-15.21%,0.56%,-16.68%,14.49,-0.41%
3798,"TG","Tredegar Corporation","Basic Materials","Specialty Chemicals","USA",424.42,7.81,0.36,0.44,2.03,,0.52,4.19%,1.59,441.40%,18.20%,0.10%,13.70%,-83.90%,970.20,33.87,26.06,3.14%,26.30%,1.50,16.90%,6.40%,5.50%,21.07%,4.99%,21.43%,-5.63%,12.41,0.57%
3799,"TGI","Triumph Group, Inc.","Industrials","Aerospace & Defense","USA",780.25,8.51,0.59,0.57,,,,,1.42,92.30%,5.30%,-16.20%,-13.90%,,1362.90,65.04,63.90,6.51%,-12.00%,2.20,26.80%,15.60%,6.80%,-17.82%,-35.71%,14.83%,-56.62%,12.08,-1.15%
3800,"TGNA","TEGNA Inc.","Communication Services","Broadcasting","USA",4570.12,8.37,0.84,1.46,1.57,7.42,0.38,1.88%,2.42,-2.20%,8.80%,8.30%,6.20%,12.50%,3136.80,223.97,221.58,3.14%,20.10%,2.70,46.80%,27.80%,17.20%,-5.43%,1.92%,-4.58%,-12.24%,20.22,-0.69%
3801,"TGTX","TG Therapeutics, Inc.","Healthcare","Biotechnology","USA",2440.30,,,488.06,23.46,,,,-1.78,-8.70%,-10.50%,113.10%,-95.00%,59.10%,5.00,135.33,133.34,16.92%,-149.90%,5.00,90.60%,,,169.15%,58.11%,46.75%,-4.41%,17.36,-3.39%
3802,"TGVC","TG Venture Acquisition Corp.","Financial","Shell Companies","USA",148.46,,,,1.25,,,,-0.27,,,,,,,14.45,9.94,0.01%,-1.00%,1.50,,,,3.90%,,1.08%,-1.54%,10.26,0.39%
3803,"TH","Target Hospitality Corp.","Industrials","Specialty Business Services","USA",1538.89,33.25,2.22,3.57,10.31,6.34,,,0.47,81.90%,,,78.90%,183.70%,431.20,97.24,27.36,24.99%,38.80%,1.10,44.60%,28.70%,10.50%,15.46%,400.32%,2.11%,-16.34%,15.46,0.32%
3804,"THC","Tenet Healthcare Corporation","Healthcare","Medical Care Facilities","USA",6025.88,11.22,,0.32,4.98,24.80,,,5.08,124.40%,45.30%,-0.10%,-1.90%,-71.10%,19040.00,107.92,106.58,3.77%,50.70%,1.40,82.90%,12.80%,2.90%,-11.11%,-25.49%,16.72%,-38.53%,56.95,-1.57%
3805,"THD","iShares MSCI Thailand ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.81,2.31%,,,,,,,,,,,,,,,,12.69%,1.65%,4.31%,-3.93%,78.43,-1.46%
3806,"THFF","First Financial Corporation","Financial","Banks - Regional","USA",540.69,9.03,,3.18,1.24,11.15,1.08,2.38%,5.02,2.30%,5.20%,6.80%,26.50%,21.40%,169.90,12.03,10.96,0.69%,12.30%,,,92.50%,36.50%,-0.92%,3.83%,-1.13%,-8.70%,45.36,0.84%
3807,"THQ","Tekla Healthcare Opportunities Fund","Financial","Closed-End Fund - Equity","USA",813.47,7.26,,,,,1.35,6.86%,2.71,,,,,,,41.36,41.36,0.01%,,,,,,-4.61%,-15.03%,-0.71%,-15.58%,19.67,-0.46%
3808,"THR","Thermon Group Holdings, Inc.","Industrials","Specialty Industrial Machinery","USA",804.24,21.54,1.80,2.01,2.03,33.51,,,1.11,62.70%,6.00%,6.10%,23.70%,2202.70%,399.20,33.48,32.91,0.61%,9.50%,2.10,41.30%,13.50%,9.40%,46.43%,37.46%,19.52%,-3.88%,24.00,3.14%
3809,"THRM","Gentherm Incorporated","Consumer Cyclical","Auto Parts","USA",2403.12,50.48,2.02,2.17,3.90,62.42,,,1.45,54.30%,5.90%,2.70%,36.80%,-37.10%,1109.60,33.16,32.92,2.14%,7.60%,2.20,24.40%,6.00%,4.40%,20.74%,-17.57%,12.42%,-20.65%,73.40,-0.80%
3810,"THRX","Theseus Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",515.57,,,,2.41,,,,-1.17,-120.70%,,,,-94.50%,,38.59,38.11,2.08%,-19.60%,27.50,,,,71.12%,34.08%,174.90%,-9.99%,13.69,2.24%
3811,"THRY","Thryv Holdings, Inc.","Communication Services","Internet Content & Information","USA",846.82,8.19,,0.73,1.99,6.66,,,2.99,-37.00%,15.70%,-9.30%,-5.60%,-60.80%,1167.50,34.48,32.21,10.46%,29.20%,1.30,64.50%,14.70%,9.40%,-7.51%,-23.79%,29.00%,-24.79%,24.51,1.11%
3812,"THS","TreeHouse Foods, Inc.","Consumer Defensive","Packaged Foods","USA",2645.92,,,0.73,1.55,,,,-1.52,-235.20%,35.70%,-6.90%,16.40%,-582.60%,3623.70,56.10,55.38,2.08%,-6.90%,1.70,14.10%,-4.40%,-3.40%,8.85%,25.63%,-4.11%,-8.15%,47.35,0.34%
3813,"THW","Tekla World Healthcare Fund","Financial","Closed-End Fund - Equity","USA",545.89,12.53,,,,,1.40,9.64%,1.16,,,,,,,37.57,37.57,0.91%,,,,,,-4.34%,-3.97%,-0.82%,-11.94%,14.53,0.07%
3814,"TILE","Interface, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",687.42,10.73,0.32,0.53,2.16,55.89,0.04,0.34%,1.10,176.20%,2.40%,4.60%,4.80%,26.90%,1302.00,58.68,56.55,0.93%,18.70%,2.50,34.80%,9.50%,5.00%,-19.77%,-10.90%,20.06%,-21.26%,11.85,-1.66%
3815,"TIPT","Tiptree Inc.","Financial","Insurance - Specialty","USA",559.30,,,0.41,1.42,1.04,0.16,1.05%,-0.28,203.20%,3.60%,18.80%,26.80%,559.80%,1347.80,36.30,22.45,0.81%,-2.60%,,61.30%,2.10%,-0.70%,35.50%,17.39%,9.75%,-3.74%,15.19,0.26%
3816,"TIPX","SPDR Bloomberg 1-10 Year TIPS ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.12,6.01%,,,,,,,,,,,,,,,,-5.56%,-10.07%,1.19%,-12.47%,18.67,-0.69%
3817,"TIPZ","PIMCO Broad U.S. TIPS Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,3.86,7.04%,,,,,,,,,,,,,,,,-7.42%,-14.27%,1.45%,-17.02%,54.83,-0.90%
3818,"TITN","Titan Machinery Inc.","Industrials","Industrial Distribution","USA",1025.46,9.77,0.39,0.48,2.01,,,,4.69,239.70%,45.30%,7.10%,47.30%,87.70%,2133.90,22.39,20.04,2.50%,21.40%,1.70,19.90%,6.50%,4.70%,55.84%,49.82%,15.28%,0.99%,45.80,1.98%
3819,"TIXT","TELUS International (Cda) Inc.","Technology","Software - Infrastructure","Canada",2242.95,25.55,1.60,0.69,2.71,5.75,,,0.91,-15.80%,,,10.60%,156.50%,3247.40,266.00,60.41,1.50%,10.90%,0.90,80.80%,11.70%,7.60%,-17.18%,-20.24%,17.89%,-25.98%,23.33,-3.32%
3820,"TJX","The TJX Companies, Inc.","Consumer Cyclical","Apparel Retail","USA",93689.04,28.08,2.36,1.90,16.50,,1.18,1.47%,2.87,9.10%,9.30%,7.90%,-2.90%,7.70%,49270.10,1160.76,1154.57,0.71%,60.00%,1.20,27.90%,9.30%,6.90%,27.24%,11.79%,1.16%,-3.14%,80.52,0.16%
3821,"TKR","The Timken Company","Industrials","Tools & Accessories","USA",6195.38,17.43,1.45,1.40,3.03,94.01,1.24,1.43%,4.98,28.70%,22.00%,9.10%,9.60%,3.00%,4422.00,73.18,63.51,2.16%,16.80%,2.00,27.70%,12.80%,8.40%,34.82%,28.91%,22.78%,-0.33%,86.77,-0.29%
3822,"TLGY","TLGY Acquisition Corporation","Financial","Shell Companies","USA",297.33,29.10,,,1.32,,,,0.36,,,,,,,28.75,20.00,0.05%,4.90%,4.00,,,,3.70%,,0.97%,-1.33%,10.36,-0.10%
3823,"TLTD","FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.67,2.55%,,,,,,,,,,,,,,,,8.36%,-8.19%,8.35%,-9.07%,65.38,-1.12%
3824,"TLTE","FlexShares Morningstar Emerging Markets Factor Tilt Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,2.07,4.11%,,,,,,,,,,,,,,,,3.76%,-14.73%,7.63%,-16.94%,50.35,-1.91%
3825,"TMCI","Treace Medical Concepts, Inc.","Healthcare","Medical Devices","USA",1350.50,,,10.76,21.85,,,,-0.82,-402.00%,,,53.20%,-80.00%,125.50,55.43,33.56,5.42%,-57.40%,5.70,80.80%,-33.00%,-35.90%,24.97%,26.59%,6.44%,-7.66%,24.47,0.00%
3826,"TMDX","TransMedics Group, Inc.","Healthcare","Medical Devices","USA",2119.64,,,29.52,11.17,,,,-1.49,-37.60%,-6.10%,37.30%,375.90%,47.50%,71.80,31.92,30.71,4.93%,-46.00%,12.10,71.90%,-49.30%,-58.80%,68.31%,351.86%,12.38%,0.39%,69.36,2.20%
3827,"TMFE","Motley Fool Capital Efficiency 100 Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.71,4.33%,,,,,,,,,,,,,,,,-1.86%,-13.10%,10.76%,-14.94%,16.31,-1.30%
3828,"TMHC","Taylor Morrison Home Corporation","Consumer Cyclical","Residential Construction","USA",3929.61,4.15,1.17,0.48,0.94,4.31,,,8.79,174.80%,24.90%,16.10%,9.50%,103.70%,8238.20,112.70,103.17,4.36%,25.40%,,24.80%,16.60%,12.70%,30.23%,17.18%,20.23%,-3.08%,36.49,-2.15%
3829,"TMKR","Tastemaker Acquisition Corp.","Financial","Shell Companies","USA",357.08,30.90,,,1.34,,,,0.34,,,,,-143.50%,,34.50,27.60,0.03%,4.40%,0.20,,,,4.23%,5.40%,1.67%,0.00%,10.35,0.00%
3830,"TMKRU","Tastemaker Acquisition Corp.","Financial","Shell Companies","USA",352.47,51.39,,,,,,,0.20,,,,,,,27.60,27.60,0.00%,,,,,,2.57%,1.15%,0.46%,-3.11%,10.23,0.00%
3831,"TMST","TimkenSteel Corporation","Basic Materials","Steel","USA",954.19,7.13,,0.67,1.29,5.27,,,2.90,331.20%,27.20%,8.10%,-7.80%,-130.60%,1422.80,46.00,35.97,9.71%,21.60%,3.00,14.20%,5.30%,10.90%,19.58%,39.55%,13.59%,-21.30%,20.64,-0.29%
3832,"TNA","Direxion Daily Small Cap Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.10,0.22%,,,,,,,,,,,,,,,,-0.36%,-26.99%,41.20%,-35.77%,44.76,-2.16%
3833,"TNC","Tennant Company","Industrials","Specialty Industrial Machinery","USA",1308.62,26.26,1.75,1.21,3.08,,1.06,1.50%,2.69,90.40%,5.80%,6.20%,-3.30%,-26.70%,1077.60,18.52,18.32,2.51%,11.70%,2.10,37.80%,6.70%,4.70%,8.36%,-7.22%,14.76%,-17.19%,70.66,-0.73%
3834,"TNDM","Tandem Diabetes Care, Inc.","Healthcare","Medical Devices","USA",2837.52,,,3.59,6.86,94.27,,,-1.06,142.90%,15.00%,52.80%,13.90%,-952.40%,790.70,64.24,62.97,8.27%,-15.60%,4.80,52.00%,-7.90%,-8.60%,-23.14%,-62.60%,0.20%,-63.69%,45.04,0.13%
3835,"TNET","TriNet Group, Inc.","Industrials","Staffing & Employment Services","USA",4938.36,13.46,1.84,1.01,5.67,18.99,,,5.81,26.10%,42.70%,8.20%,8.10%,6.30%,4891.00,62.00,58.20,2.37%,47.20%,1.30,22.60%,10.90%,7.70%,-6.82%,-9.54%,15.41%,-24.29%,78.25,-1.52%
3836,"TNK","Teekay Tankers Ltd.","Energy","Oil & Gas Midstream","Canada",1053.32,26.35,8.78,1.23,1.19,210.66,,,1.23,-376.40%,-33.50%,-0.30%,141.10%,228.90%,856.10,34.04,28.88,3.31%,5.00%,1.80,25.40%,9.40%,5.00%,42.83%,200.37%,5.10%,-11.55%,32.38,2.24%
3837,"TNL","Travel + Leisure Co.","Consumer Cyclical","Travel Services","USA",3462.43,9.73,0.84,0.98,,16.18,1.60,3.74%,4.40,222.00%,2.50%,-3.20%,11.70%,20.10%,3538.00,83.00,79.21,4.38%,-44.20%,3.50,48.60%,19.40%,10.60%,-2.75%,-23.69%,17.64%,-32.24%,42.82,-3.12%
3838,"TOK","iShares MSCI Kokusai ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.88,3.27%,,,,,,,,,,,,,,,,2.29%,-10.46%,8.98%,-10.94%,88.01,-0.95%
3839,"TOL","Toll Brothers, Inc.","Consumer Cyclical","Residential Construction","USA",6689.30,5.49,1.54,0.65,1.14,8.10,0.80,1.32%,11.07,64.60%,28.00%,12.10%,22.10%,86.60%,10275.60,112.92,105.30,5.31%,23.20%,,24.20%,16.00%,12.50%,24.88%,0.88%,21.67%,-3.88%,60.74,-1.59%
3840,"TOLZ","ProShares DJ Brookfield Global Infrastructure ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.34,2.87%,,,,,,,,,,,,,,,,-2.81%,-2.53%,4.77%,-9.67%,46.59,-1.59%
3841,"TOST","Toast, Inc.","Technology","Software - Infrastructure","USA",12239.58,,,4.94,10.94,,,,-0.34,-92.60%,,,54.60%,61.90%,2476.90,513.72,310.11,6.76%,-15.50%,3.10,17.30%,-16.30%,-7.10%,41.29%,-2.49%,32.28%,-22.06%,23.85,-3.60%
3842,"TOTL","SPDR DoubleLine Total Return Tactical ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.87,4.53%,,,,,,,,,,,,,,,,-3.64%,-11.19%,3.25%,-11.13%,41.34,-0.67%
3843,"TOWN","TowneBank","Financial","Banks - Regional","USA",2402.02,12.09,,4.64,1.25,4.80,0.92,2.93%,2.60,47.70%,20.30%,11.70%,25.20%,-0.50%,517.90,72.58,66.88,1.25%,9.80%,,,79.90%,35.30%,7.78%,1.00%,1.95%,-5.94%,31.44,0.64%
3844,"TPB","Turning Point Brands, Inc.","Consumer Defensive","Tobacco","USA",417.04,12.08,2.12,1.00,3.27,18.70,0.24,1.01%,1.97,25.90%,9.30%,16.70%,-1.90%,-0.90%,416.90,17.75,16.88,3.69%,30.50%,6.10,49.50%,20.00%,9.50%,-1.78%,-31.12%,9.99%,-35.69%,23.79,-1.37%
3845,"TPG","TPG Inc.","Financial","Asset Management","USA",10207.29,26.63,2.46,3.97,9.09,10.01,1.04,3.07%,1.27,118.40%,,,-24.50%,-88.10%,2571.60,308.89,53.63,12.36%,6.30%,,,5.10%,4.20%,16.74%,-2.84%,21.81%,-23.70%,33.90,-0.06%
3846,"TPH","Tri Pointe Homes, Inc.","Consumer Cyclical","Residential Construction","USA",2291.81,4.53,,0.57,0.87,,,,5.01,89.90%,27.80%,10.60%,3.70%,24.20%,4035.70,101.24,99.08,3.27%,20.90%,,26.90%,17.10%,12.90%,26.70%,-6.47%,22.00%,-6.78%,22.68,-1.86%
3847,"TPHD","Timothy Plan High Dividend Stock ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.74,2.31%,,,,,,,,,,,,,,,,3.03%,0.72%,3.78%,-5.94%,32.31,-1.13%
3848,"TPIC","TPI Composites, Inc.","Industrials","Specialty Industrial Machinery","USA",552.83,,,0.33,6.06,,,,-3.97,-726.50%,-41.20%,17.60%,-4.20%,52.70%,1686.00,41.98,40.93,9.50%,-135.10%,1.50,-1.90%,-5.50%,-9.50%,-27.42%,20.73%,34.42%,-45.60%,13.63,-2.50%
3849,"TPIF","Timothy Plan International ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.73,2.91%,,,,,,,,,,,,,,,,5.36%,-10.58%,8.23%,-11.07%,25.17,-1.31%
3850,"TPLC","Timothy Plan US Large/Mid Cap Core ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.36,1.00%,,,,,,,,,,,,,,,,4.35%,-1.63%,6.66%,-3.82%,35.73,-1.05%
3851,"TPOR","Direxion Daily Transportation Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.01,0.03%,,,,,,,,,,,,,,,,-6.09%,-31.05%,44.20%,-40.64%,31.16,-2.01%
3852,"TPR","Tapestry, Inc.","Consumer Cyclical","Luxury Goods","USA",11095.45,14.65,1.06,1.65,4.94,36.30,1.20,2.60%,3.15,21.40%,8.70%,8.30%,1.70%,-0.50%,6710.10,241.50,240.35,3.44%,33.00%,1.80,69.10%,16.10%,12.30%,36.14%,17.90%,21.09%,-2.89%,46.11,-0.56%
3853,"TPSC","Timothy Plan US Small Cap Core ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.33,0.95%,,,,,,,,,,,,,,,,8.60%,4.19%,13.21%,-0.21%,34.45,-0.21%
3854,"TPVG","TriplePoint Venture Growth BDC Corp.","Financial","Asset Management","USA",417.35,65.94,16.49,4.53,0.88,,1.48,12.47%,0.18,114.20%,29.20%,24.10%,-8.80%,-99.00%,92.10,35.28,34.83,5.54%,1.30%,,48.00%,40.90%,6.10%,-17.20%,-30.66%,13.81%,-33.36%,11.87,-0.75%
3855,"TPX","Tempur Sealy International, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",7249.28,15.34,4.04,1.42,,90.28,0.40,0.92%,2.84,86.30%,29.30%,9.90%,-5.50%,-13.60%,5093.40,171.90,166.45,6.79%,,1.20,42.50%,15.40%,10.40%,57.84%,8.29%,26.71%,-1.76%,43.50,-1.69%
3856,"TPYP","Tortoise North American Pipeline Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.11,4.33%,,,,,,,,,,,,,,,,0.83%,5.84%,3.52%,-10.47%,25.56,-0.47%
3857,"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc.","Financial","Asset Management","USA",89.28,10.44,,,,,1.26,9.21%,1.31,,,,,,,6.53,6.50,0.13%,,,,,,2.09%,-6.04%,7.21%,-8.74%,13.68,-0.36%
3858,"TQQQ","ProShares UltraPro QQQ","Financial","Exchange Traded Fund","USA",,,,,,,0.10,0.38%,,,,,,,,,,,,,,,,-29.41%,-60.43%,47.51%,-59.54%,25.52,-5.17%
3859,"TR","Tootsie Roll Industries, Inc.","Consumer Defensive","Confectioners","USA",3407.33,45.42,5.05,5.12,4.12,102.63,0.36,0.77%,1.03,12.50%,0.70%,1.80%,15.70%,8.10%,665.20,68.88,37.70,4.74%,9.10%,3.20,33.70%,15.60%,10.60%,31.17%,45.74%,10.22%,0.47%,46.92,2.40%
3860,"TRAQ","Trine II Acquisition Corp.","Financial","Shell Companies","USA",537.68,22.81,,,1.32,,,,0.46,,,,,,,51.75,41.40,0.01%,5.90%,0.10,,,,4.23%,,0.92%,-0.10%,10.40,0.24%
3861,"TRC","Tejon Ranch Co.","Industrials","Conglomerates","USA",552.50,31.40,2.09,7.40,1.17,,,,0.65,817.00%,40.20%,3.90%,110.00%,4550.20%,74.70,26.49,24.49,0.66%,3.80%,5.70,30.50%,18.00%,23.00%,29.64%,20.24%,8.17%,-1.28%,20.38,0.15%
3862,"TRDA","Entrada Therapeutics, Inc.","Healthcare","Biotechnology","USA",437.62,,,,1.93,,,,-5.18,-819.70%,,,,-66.30%,,31.30,26.17,4.39%,-33.20%,10.90,,,,21.31%,52.87%,6.51%,-40.94%,14.40,12.68%
3863,"TREE","LendingTree, Inc.","Financial","Mortgage Finance","USA",530.16,,,0.51,2.72,9.60,,,-10.29,342.30%,16.90%,23.40%,-20.10%,,1041.20,12.76,10.88,9.51%,-38.50%,4.50,94.40%,-3.20%,-12.40%,0.48%,-66.31%,106.09%,-66.35%,43.96,-2.09%
